14:57:06.778 [main] DEBUG o.j.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=persistence-test, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [persistence-test]
14:57:06.869 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [persistence-test] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
14:57:06.870 [main] WARN  o.h.j.b.s.ProviderChecker - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
14:57:06.879 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: persistence-test
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/nazar/OneDrive/%d0%94%d0%be%d0%ba%d1%83%d0%bc%d0%b5%d0%bd%d1%82%d1%8b/Java%20Projects/Hibernate/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
		hibernate.connection.password: Nazar19971
		hibernate.connection.pool_size: 1
		hibernate.dialect: org.hibernate.dialect.PostgreSQL9Dialect
		hibernate.connection.url: jdbc:postgresql://localhost:5432/postgres
		hibernate.show_sql: true
		hibernate.connection.driver_class: org.postgresql.Driver
		hibernate.current_session_context_class: thread]
14:57:06.884 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
14:57:06.886 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
14:57:06.890 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
14:57:07.003 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.4.10.Final}
14:57:07.004 [main] DEBUG o.h.c.Environment - HHH000206: hibernate.properties not found
14:57:07.130 [main] DEBUG o.h.s.s.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
14:57:07.143 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
14:57:07.144 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
14:57:07.164 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
15:09:44.453 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
15:09:44.453 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Project] is safe
15:09:44.453 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Project
15:09:44.454 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Project] is safe
15:09:44.454 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Project
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister - Static SQL for entity: com.bida.dbconection.domain.Developer
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Version select: select id_developer from developers where id_developer =?
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Snapshot select: select developer_.id_developer, developer_.age as age2_0_, developer_.it_company_id as it_compa3_0_, developer_.name as name4_0_, developer_.salary as salary5_0_, developer_.sex as sex6_0_ from developers developer_ where developer_.id_developer=?
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Insert 0: insert into developers (age, it_company_id, name, salary, sex, id_developer) values (?, ?, ?, ?, ?, ?)
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Update 0: update developers set age=?, it_company_id=?, name=?, salary=?, sex=? where id_developer=?
15:09:44.455 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Delete 0: delete from developers where id_developer=?
15:09:44.455 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1de0a46c]
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : age
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : itCompanyId
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : salary
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : sex
15:09:44.455 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
15:09:44.455 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
15:09:44.455 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Developer)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Developer, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Developer)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Developer)
          - SQL table alias mapping - developer0_
          - alias suffix - 0_
          - suffixed key columns - {id_devel1_0_0_}

15:09:44.455 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Developer [NONE]: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
15:09:44.455 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@222afc67]
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : age
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : itCompanyId
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : salary
15:09:44.455 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : sex
15:09:44.455 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
15:09:44.455 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
15:09:44.456 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Developer)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Developer, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Developer)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Developer)
          - SQL table alias mapping - developer0_
          - alias suffix - 0_
          - suffixed key columns - {id_devel1_0_0_}

15:09:44.456 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Developer [READ]: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
15:09:44.456 [main] DEBUG o.h.l.Loader - Static select for action ACTION_MERGE on entity com.bida.dbconection.domain.Developer: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
15:09:44.456 [main] DEBUG o.h.l.Loader - Static select for action ACTION_REFRESH on entity com.bida.dbconection.domain.Developer: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister - Static SQL for entity: com.bida.dbconection.domain.Project
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Version select: select id_project from projects where id_project =?
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Snapshot select: select project_.id_project, project_.developers_amount as develope2_1_, project_.end_date as end_date3_1_, project_.name as name4_1_, project_.start_date as start_da5_1_ from projects project_ where project_.id_project=?
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Insert 0: insert into projects (developers_amount, end_date, name, start_date, id_project) values (?, ?, ?, ?, ?)
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Update 0: update projects set developers_amount=?, end_date=?, name=?, start_date=? where id_project=?
15:09:44.456 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Delete 0: delete from projects where id_project=?
15:09:44.456 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@54f4a7f0]
15:09:44.456 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : developersAmount
15:09:44.456 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : endDate
15:09:44.456 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
15:09:44.456 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : startDate
15:09:44.456 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
15:09:44.456 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
15:09:44.456 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Project)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Project, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Project)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Project)
          - SQL table alias mapping - project0_
          - alias suffix - 0_
          - suffixed key columns - {id_proje1_1_0_}

15:09:44.457 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Project [NONE]: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
15:09:44.457 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@149debbb]
15:09:44.457 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : developersAmount
15:09:44.457 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : endDate
15:09:44.457 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
15:09:44.457 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : startDate
15:09:44.457 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
15:09:44.457 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
15:09:44.457 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Project)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Project, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Project)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Project)
          - SQL table alias mapping - project0_
          - alias suffix - 0_
          - suffixed key columns - {id_proje1_1_0_}

15:09:44.457 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Project [READ]: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
15:09:44.457 [main] DEBUG o.h.l.Loader - Static select for action ACTION_MERGE on entity com.bida.dbconection.domain.Project: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
15:09:44.457 [main] DEBUG o.h.l.Loader - Static select for action ACTION_REFRESH on entity com.bida.dbconection.domain.Project: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
15:09:44.457 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
15:09:44.457 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
15:09:44.458 [main] DEBUG o.h.t.s.s.SchemaManagementToolCoordinator - No actions specified; doing nothing
15:09:44.458 [main] DEBUG o.h.q.s.NamedQueryRepository - Checking 0 named HQL queries
15:09:44.458 [main] DEBUG o.h.q.s.NamedQueryRepository - Checking 0 named SQL queries
15:09:44.458 [main] DEBUG o.h.i.SessionFactoryRegistry - Registering SessionFactory: 382716a2-29d2-4281-9c56-a9cca2d1e7db (<unnamed>)
15:09:44.458 [main] DEBUG o.h.i.SessionFactoryRegistry - Not binding SessionFactory to JNDI, no JNDI name configured
15:09:44.458 [main] DEBUG o.h.s.i.StatisticsInitiator - Statistics initialized [enabled=false]
15:09:44.459 [main] DEBUG o.h.SQL - select distinct id_developer, name, age, sex, it_company_id, salary from developers
join developers_skills ds ON developers.id_developer = ds.developer_id
join skills s ON s.id_skills = ds.skill_id
where s.level = ?
15:09:44.461 [main] DEBUG o.h.l.Loader - Result set row: 0
15:09:44.461 [main] DEBUG o.h.l.Loader - Result row: EntityKey[com.bida.dbconection.domain.Developer#4]
15:09:44.462 [main] DEBUG o.h.l.Loader - Result set row: 1
15:09:44.462 [main] DEBUG o.h.l.Loader - Result row: EntityKey[com.bida.dbconection.domain.Developer#5]
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Resolving attributes for [com.bida.dbconection.domain.Developer#4]
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `age` : value = 21
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`age`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `itCompanyId` : value = 2
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`itCompanyId`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `name` : value = Kola
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `salary` : value = 1700
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`salary`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `sex` : value = MALE
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`sex`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Done materializing entity [com.bida.dbconection.domain.Developer#4]
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Resolving attributes for [com.bida.dbconection.domain.Developer#5]
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `age` : value = 28
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`age`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `itCompanyId` : value = 3
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`itCompanyId`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `name` : value = Roma
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `salary` : value = 2950
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`salary`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `sex` : value = MALE
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`sex`)  - enhanced for lazy-loading? - false
15:09:44.462 [main] DEBUG o.h.e.i.TwoPhaseLoad - Done materializing entity [com.bida.dbconection.domain.Developer#5]
15:09:44.462 [main] DEBUG o.h.r.j.i.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
15:09:44.464 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
15:09:44.465 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=persistence-test, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [persistence-test]
15:09:44.465 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [persistence-test] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
15:09:44.465 [main] WARN  o.h.j.b.s.ProviderChecker - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
15:09:44.465 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: persistence-test
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/nazar/OneDrive/%d0%94%d0%be%d0%ba%d1%83%d0%bc%d0%b5%d0%bd%d1%82%d1%8b/Java%20Projects/Hibernate/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
		hibernate.connection.password: Nazar1997
		hibernate.connection.pool_size: 1
		hibernate.dialect: org.hibernate.dialect.PostgreSQL9Dialect
		hibernate.connection.url: jdbc:postgresql://localhost:5432/postgres
		hibernate.show_sql: true
		hibernate.connection.driver_class: org.postgresql.Driver
		hibernate.current_session_context_class: thread]
15:09:44.465 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
15:09:44.465 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
15:09:44.465 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
15:09:44.466 [main] DEBUG o.h.s.s.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
15:09:44.466 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
15:09:44.466 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@62ddbd7e
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@62ddbd7e
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@62ddbd7e
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@15de0b3c
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@198b6731
15:09:44.466 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@3bf7ca37
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@bcec361
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@bcec361
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@bcec361
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@2cd76f31
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@2cd76f31
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@2cd76f31
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@55fe41ea
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@55fe41ea
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@55fe41ea
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@24269709
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@24269709
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@24269709
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@752325ad
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@752325ad
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@752325ad
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@710f4dc7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@710f4dc7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@710f4dc7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@510f3d34
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@510f3d34
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@510f3d34
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@4c178a76
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@4c178a76
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@d35dea7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@d35dea7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@77f1baf5
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@77f1baf5
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@7bedc48a
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@38afe297
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@7c9d8e2
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@7c9d8e2
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6f4a47c7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6f4a47c7
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@394df057
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@394df057
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@75db5df9
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@75db5df9
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@399c4be1
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@399c4be1
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@4c39bec8
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@4c39bec8
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@192c3f1e
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@192c3f1e
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@1757cd72
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@1757cd72
15:09:44.467 [main] DEBUG o.h.t.BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@77f80c04
